generation,best_fitness
1,0.0005726322003117147
2,0.0005811762020686729
3,0.0005856958155362361
4,0.0005856958155362361
5,0.0005856958155362361
6,0.0005856958155362361
7,0.0005856958155362361
8,0.0005856958155362361
9,0.0006241151387400791
10,0.0006241151387400791
11,0.0006241151387400791
12,0.0006241151387400791
13,0.0006241151387400791
14,0.0006241151387400791
15,0.0006241151387400791
16,0.0006241151387400791
17,0.0006241151387400791
18,0.0006241151387400791
19,0.0006241151387400791
20,0.0006241151387400791
21,0.0006241151387400791
22,0.0006241151387400791
23,0.0006241151387400791
24,0.0006241151387400791
25,0.0006241151387400791
26,0.0006241151387400791
27,0.0006241151387400791
28,0.0006268914027356175
29,0.0006268914027356175
30,0.0006268914027356175
31,0.0006268914027356175
32,0.0006268914027356175
33,0.0006268914027356175
34,0.0006268914027356175
35,0.0006268914027356175
36,0.0006268914027356175
37,0.0006268914027356175
38,0.0006268914027356175
39,0.0006268914027356175
40,0.0006268914027356175
41,0.0006268914027356175
42,0.0006268914027356175
43,0.0006268914027356175
44,0.0006268914027356175
45,0.0006268914027356175
46,0.0006268914027356175
47,0.0006268914027356175
48,0.0006268914027356175
49,0.0006268914027356175
50,0.0006268914027356175
51,0.0006268914027356175
52,0.0006268914027356175
53,0.0006268914027356175
54,0.0006268914027356175
55,0.0006268914027356175
56,0.0006268914027356175
57,0.0006268914027356175
58,0.0006268914027356175
59,0.0006268914027356175
60,0.0006268914027356175
61,0.0006268914027356175
62,0.000641993907184404
63,0.000641993907184404
64,0.000641993907184404
65,0.000641993907184404
66,0.000641993907184404
67,0.000641993907184404
68,0.000641993907184404
69,0.000641993907184404
70,0.000641993907184404
71,0.000641993907184404
72,0.000641993907184404
73,0.000641993907184404
74,0.000641993907184404
75,0.000641993907184404
76,0.000641993907184404
77,0.000641993907184404
78,0.000641993907184404
79,0.000641993907184404
80,0.000641993907184404
81,0.000641993907184404
82,0.000641993907184404
83,0.000641993907184404
84,0.000641993907184404
85,0.000641993907184404
86,0.000641993907184404
87,0.000641993907184404
88,0.000641993907184404
89,0.000641993907184404
90,0.000641993907184404
91,0.000641993907184404
92,0.000641993907184404
93,0.000641993907184404
94,0.000641993907184404
95,0.000641993907184404
96,0.000641993907184404
97,0.000641993907184404
98,0.000641993907184404
99,0.000641993907184404
100,0.000641993907184404
101,0.000641993907184404
102,0.000641993907184404
103,0.000641993907184404
104,0.000641993907184404
105,0.000641993907184404
106,0.000641993907184404
107,0.000641993907184404
108,0.000641993907184404
109,0.000641993907184404
110,0.000641993907184404
111,0.000641993907184404
112,0.000641993907184404
113,0.000641993907184404
114,0.000641993907184404
115,0.000641993907184404
116,0.000641993907184404
117,0.000641993907184404
118,0.0006458236996263809
119,0.0006458236996263809
120,0.000645823699626381
121,0.000645823699626381
