generation,best_fitness
1,0.0002256890350965474
2,0.0002256890350965474
3,0.000228968537381249
4,0.000228968537381249
5,0.000228968537381249
6,0.0002290441909609985
7,0.000231114891543634
8,0.00023394593902863653
9,0.00023394593902863653
10,0.00023630013879843688
11,0.00023630013879843688
12,0.00023630013879843688
13,0.00023630013879843688
14,0.00023630013879843688
15,0.00023779249829310433
16,0.00023779249829310439
17,0.00023779249829310439
18,0.00023779249829310439
19,0.00023779249829310439
20,0.00023779249829310439
21,0.00024240698822924285
22,0.00024240698822924285
23,0.0002437054271514611
24,0.0002437054271514611
25,0.0002437054271514611
26,0.0002437054271514611
27,0.00024370542715146116
28,0.00024370542715146116
29,0.00024370542715146116
30,0.00024370542715146116
31,0.00024370542715146116
32,0.00024370542715146116
33,0.00024370542715146116
34,0.00024408297787998113
35,0.00024408297787998113
36,0.00024408297787998113
37,0.00024408297787998113
38,0.0002448616574984931
39,0.0002448616574984931
40,0.0002448616574984931
41,0.0002448616574984931
42,0.0002448616574984931
43,0.0002448616574984931
44,0.0002448616574984931
45,0.0002448616574984931
46,0.0002448616574984931
47,0.0002448616574984931
48,0.0002448616574984931
49,0.0002448616574984931
50,0.0002448616574984931
51,0.0002448616574984931
52,0.0002448616574984931
53,0.0002448616574984931
54,0.0002448616574984931
55,0.0002448616574984931
56,0.0002448616574984931
57,0.0002448616574984931
58,0.0002448616574984931
59,0.0002448616574984931
60,0.0002448616574984931
61,0.0002448616574984931
62,0.0002448616574984931
63,0.0002448616574984931
64,0.0002448616574984931
65,0.0002448616574984931
66,0.0002449090395131565
67,0.0002449090395131565
68,0.0002449090395131565
69,0.0002449090395131565
70,0.0002449090395131565
71,0.0002449090395131565
72,0.0002449090395131565
73,0.0002449090395131565
74,0.0002449090395131565
75,0.0002449090395131565
76,0.0002449090395131565
77,0.0002449090395131565
78,0.0002449090395131565
79,0.0002449090395131565
80,0.0002449090395131565
81,0.0002449090395131565
82,0.0002449090395131565
83,0.0002449090395131565
84,0.0002449090395131565
85,0.0002449090395131565
86,0.0002449090395131565
87,0.0002449090395131565
88,0.0002449090395131565
89,0.0002449090395131565
90,0.0002449090395131565
91,0.0002449090395131565
92,0.0002449090395131565
93,0.0002449090395131565
94,0.0002449090395131565
95,0.0002449090395131565
96,0.0002449090395131565
97,0.0002449090395131565
98,0.0002449090395131565
99,0.0002449090395131565
100,0.0002449090395131565
101,0.0002449090395131565
102,0.0002449090395131565
103,0.0002449090395131565
104,0.0002449090395131565
105,0.0002449090395131565
106,0.0002449090395131565
107,0.0002449090395131565
108,0.0002449090395131565
109,0.0002449090395131565
110,0.0002449090395131565
111,0.0002449090395131565
112,0.0002449090395131565
113,0.0002449090395131565
114,0.0002449090395131565
115,0.0002449090395131565
116,0.000245137029609854
117,0.000245137029609854
118,0.000245137029609854
119,0.000245137029609854
120,0.000245137029609854
121,0.000245137029609854
122,0.000245137029609854
123,0.00024513702960985405
124,0.00024513702960985405
125,0.00024513702960985405
126,0.00024513702960985405
127,0.00024513702960985405
128,0.00024513702960985405
129,0.00024513702960985405
130,0.00024513702960985405
131,0.00024513702960985405
132,0.00024513702960985405
133,0.0002451370296098541
134,0.0002451370296098541
135,0.0002451370296098541
136,0.0002451370296098541
137,0.0002451370296098541
138,0.0002451370296098541
139,0.000246775194939695
140,0.000246775194939695
141,0.000246775194939695
142,0.000246775194939695
143,0.000246775194939695
144,0.000246775194939695
145,0.000246775194939695
146,0.000246775194939695
147,0.000246775194939695
148,0.000246775194939695
149,0.000246775194939695
150,0.000246775194939695
151,0.000246775194939695
152,0.000246775194939695
153,0.000246775194939695
154,0.000246775194939695
155,0.000246775194939695
156,0.000246775194939695
157,0.000246775194939695
158,0.000246775194939695
159,0.000246775194939695
160,0.000246775194939695
161,0.000246775194939695
162,0.000246775194939695
163,0.000246775194939695
164,0.000246775194939695
165,0.000246775194939695
166,0.000246775194939695
167,0.000246775194939695
168,0.000246775194939695
169,0.000246775194939695
170,0.000246775194939695
171,0.000246775194939695
172,0.000246775194939695
173,0.000246775194939695
174,0.000246775194939695
175,0.000246775194939695
176,0.000246775194939695
177,0.000246775194939695
178,0.000246775194939695
179,0.000246775194939695
180,0.000246775194939695
181,0.000246775194939695
182,0.000246775194939695
183,0.000246775194939695
184,0.000246775194939695
185,0.000246775194939695
186,0.000246775194939695
187,0.000246775194939695
188,0.000246775194939695
189,0.000246775194939695
190,0.000246775194939695
191,0.000246775194939695
192,0.000246775194939695
193,0.000246775194939695
194,0.000246775194939695
195,0.000246775194939695
196,0.000246775194939695
197,0.000246775194939695
198,0.000246775194939695
199,0.000246775194939695
200,0.000246775194939695
201,0.000246775194939695
202,0.000246775194939695
203,0.000246775194939695
204,0.000246775194939695
205,0.000246775194939695
206,0.000246775194939695
207,0.000246775194939695
208,0.000246775194939695
209,0.000246775194939695
210,0.000246775194939695
211,0.000246775194939695
212,0.000246775194939695
213,0.000246775194939695
214,0.000246775194939695
215,0.000246775194939695
216,0.00024677519493969505
217,0.00024677519493969505
218,0.00024677519493969505
219,0.00024677519493969505
220,0.00024677519493969505
221,0.00024677519493969505
222,0.00024677519493969505
223,0.00024677519493969505
224,0.00024677519493969505
225,0.00024677519493969505
226,0.00024677519493969505
227,0.00024677519493969505
228,0.00024677519493969505
229,0.00024677519493969505
230,0.00024677519493969505
231,0.00024677519493969505
232,0.00024677519493969505
233,0.00024677519493969505
234,0.00024677519493969505
235,0.00024677519493969505
236,0.00024677519493969505
237,0.00024677519493969505
238,0.00024677519493969505
239,0.00024677519493969505
240,0.00024677519493969505
241,0.00024677519493969505
242,0.00024677519493969505
243,0.00024677519493969505
244,0.00024677519493969505
245,0.00024677519493969505
246,0.00024677519493969505
247,0.00024677519493969505
248,0.00024677519493969505
249,0.00024677519493969505
250,0.00024677519493969505
251,0.00024677519493969505
252,0.00024677519493969505
253,0.00024677519493969505
254,0.00024677519493969505
255,0.00024677519493969505
256,0.00024677519493969505
257,0.00024677519493969505
258,0.00024677519493969505
259,0.00024677519493969505
260,0.00024677519493969505
261,0.00024677519493969505
262,0.00024677519493969505
263,0.00024677519493969505
264,0.00024677519493969505
265,0.00024677519493969505
266,0.00024677519493969505
267,0.00024677519493969505
268,0.00024677519493969505
269,0.00024677519493969505
270,0.00024677519493969505
271,0.00024677519493969505
272,0.00024677519493969505
273,0.00024677519493969505
274,0.00024677519493969505
275,0.00024677519493969505
276,0.00024677519493969505
277,0.00024677519493969505
278,0.00024677519493969505
279,0.00024677519493969505
280,0.00024677519493969505
281,0.00024677519493969505
282,0.00024677519493969505
283,0.00024677519493969505
284,0.00024677519493969505
285,0.00024677519493969505
286,0.00024677519493969505
287,0.00024677519493969505
288,0.00024677519493969505
289,0.00024677519493969505
290,0.00024677519493969505
291,0.00024677519493969505
292,0.00024677519493969505
293,0.00024677519493969505
294,0.00024677519493969505
295,0.00024677519493969505
296,0.00024677519493969505
297,0.00024677519493969505
298,0.00024677519493969505
299,0.00024677519493969505
300,0.00024677519493969505
301,0.00024677519493969505
